,mean,std,cv
TrishL2012.jsonl.gz,14.117647058823529,21.30600578130357,1.5091754095090029
Edohiguma.jsonl.gz,5.1395348837209305,7.756967360744721,1.509274192362095
chriscorkum.jsonl.gz,2.2,3.3209293019532087,1.5095133190696401
dee_2159hotmailcom.jsonl.gz,20.256410256410255,30.58182978649934,1.509735900852499
ericbborgman.jsonl.gz,9.964285714285714,15.044334833485015,1.5098257180558439
itdarestospeak.jsonl.gz,4.754098360655738,7.1778727993394575,1.5098284164127824
chclttrffls.jsonl.gz,45.110236220472444,68.12060131090763,1.51009187755023
Flackman10.jsonl.gz,5.222222222222222,7.886345442880653,1.5101512550196996
8411c.jsonl.gz,41.13333333333333,62.120568025022216,1.5102245062809292
disqus_JXApB882Dh.jsonl.gz,4.777777777777778,7.21563299213064,1.5102487657947852
avinatan53.jsonl.gz,27.708333333333332,41.84762348747293,1.5102901709764667
disqus_nvsbpVLXLj.jsonl.gz,21.857142857142858,33.01248515068467,1.5103751376130239
CalXpat.jsonl.gz,41.86585365853659,63.237893428795154,1.5104885701023019
disqus_jYq4rb8Npw.jsonl.gz,18.285714285714285,27.620499381124844,1.510496059905265
losangeleskingsfan15.jsonl.gz,107.6470588235294,162.62454503259593,1.5107198172426946
Az1seeit.jsonl.gz,9.555555555555555,14.436421177364437,1.5107882627474412
ibyteabit.jsonl.gz,36.24193548387097,54.76018820809452,1.5109620244334045
mariaashot.jsonl.gz,61.421052631578945,92.80943186592003,1.5110361657690494
disqus_tH3bsOHfuW.jsonl.gz,25.53846153846154,38.59039338408539,1.5110696204611747
truthseeker_2001.jsonl.gz,5.166666666666667,7.808115436305143,1.5112481489622858
disqus_TlnOgN2pB2.jsonl.gz,5.914285714285715,8.938915016973384,1.5114107516621664
PhilJourdan.jsonl.gz,87.7741935483871,132.671600107009,1.5115103283047697
TMinxey.jsonl.gz,21.232142857142858,32.09304148391535,1.5115309698059374
longtermdeplorable.jsonl.gz,25.80597014925373,39.009804053623824,1.5116581096545958
JYLD.jsonl.gz,9.873239436619718,14.925462019615805,1.5117087066943256
NHConstitutionalist.jsonl.gz,5.125,7.747720562400497,1.5117503536391215
disqus_dqQDqpiKwK.jsonl.gz,31.806122448979593,48.084903039036185,1.5118128000723599
disqus_xA56DzlJZM.jsonl.gz,10.166666666666666,15.370196415566957,1.5118225982524875
habashumanas.jsonl.gz,3.5714285714285716,5.399735443254869,1.5119259241113632
disqus_yUiio4AsSg.jsonl.gz,4.645833333333333,7.0242424694413526,1.5119445674133853
J3553G.jsonl.gz,5.294117647058823,8.005972035630284,1.5122391622857205
chrismcphail.jsonl.gz,9.804878048780488,14.827709722332578,1.5122788522777009
janicefahy.jsonl.gz,9.483870967741936,14.343107445138786,1.5123684721064705
roger_lewin.jsonl.gz,7.0576923076923075,10.674164267305889,1.5124156455038318
edselbrewers.jsonl.gz,17.324324324324323,26.20226247022494,1.512455087984903
disqus_RJoRfA1CG4.jsonl.gz,31.735294117647058,47.9995636492347,1.5124978351010008
Buhwhee.jsonl.gz,4.333333333333333,6.554215931663623,1.5125113688454515
jrsampso.jsonl.gz,2.7,4.083843505544475,1.5125346316831387
fjkiii.jsonl.gz,10.596153846153847,16.027255725591772,1.5125540793661925
tomcarpini.jsonl.gz,2.4285714285714284,3.673486830588275,1.512612224359878
lylekretz.jsonl.gz,2.727272727272727,4.125309905713972,1.5126136320951231
Witchwindy.jsonl.gz,5.722222222222222,8.655535838617663,1.5126179135448343
braindamagedlibtard.jsonl.gz,196.15,296.70014545967024,1.5126186360421627
Cenobite.jsonl.gz,21.3375,32.27568891498227,1.5126274828345527
invictusrose.jsonl.gz,5.057142857142857,7.650232050086328,1.5127577500170706
Castiel9877.jsonl.gz,14.5,21.936095999341077,1.5128342068511087
Trodington88.jsonl.gz,33.36363636363637,50.47455912517829,1.5128614451688314
AdVantageV12.jsonl.gz,12.8,19.36473866201855,1.512870207970199
desmond_black.jsonl.gz,17.1875,26.005688480279336,1.513058238852616
terry_hood.jsonl.gz,20.439393939393938,30.927771333011368,1.5131452245950707
disqus_fMlM0SI0S6.jsonl.gz,2.235294117647059,3.382480815997075,1.5132151018934283
onoclea.jsonl.gz,7.555555555555555,11.43381065716023,1.5132984693300304
azcalamity.jsonl.gz,4.485714285714286,6.788274616491849,1.5133096278803484
disqus_rIFemjR42J.jsonl.gz,58.08771929824562,87.90727271671685,1.513353834144627
ano333.jsonl.gz,4.166666666666667,6.306081720582652,1.5134596129398363
Dawg_Rick.jsonl.gz,96.05714285714286,145.3810293589882,1.5134848386569264
7eloiro7.jsonl.gz,6.5,9.838164141963201,1.5135637141481848
josieneeley.jsonl.gz,3.25,4.919349550499537,1.5136460155383191
paulscript.jsonl.gz,32.24242424242424,48.80447616704224,1.5136726630755581
disqus_aJCG4PtVwi.jsonl.gz,39.18032786885246,59.31090630362494,1.513793006075783
logswindandsun.jsonl.gz,19.666666666666668,29.771350881902105,1.5137975024695984
Flipsidedown.jsonl.gz,2.0,3.0276503540974917,1.5138251770487459
laro242too.jsonl.gz,4.0,6.0553007081949835,1.5138251770487459
disqus_X0SHET1r76.jsonl.gz,2.217391304347826,3.3568995670942128,1.5138958831993508
warottie.jsonl.gz,7.75,11.73282109763423,1.5139123996947395
disqus_aK9sSdZMwF.jsonl.gz,22.59493670886076,34.206956477744434,1.5139213231046555
cyclodoc.jsonl.gz,94.48837209302326,143.05595319857903,1.514005903898326
stevebudin.jsonl.gz,8.2,12.415117201828386,1.5140386831498032
ericvanbezooijen.jsonl.gz,9.5,14.38749456993816,1.5144731126250695
daninsc.jsonl.gz,10.53225806451613,15.951481499555817,1.5145357625918232
wjbii.jsonl.gz,10.222222222222221,15.482068480808513,1.5145501774703982
goestoeleven.jsonl.gz,61.916666666666664,93.78445016296399,1.5146882933453136
4thamendmentfreedomlover.jsonl.gz,64.91428571428571,98.32536094291679,1.51469526100444
disqus_MU7mq152cS.jsonl.gz,9.0,13.63359820443598,1.5148442449373312
BrokeMexiFornia.jsonl.gz,222.9047619047619,337.66932948423397,1.5148592008478774
OrangePeel58.jsonl.gz,26.21875,39.72058406402274,1.514968641297649
flight2q.jsonl.gz,2.75,4.166190448976482,1.514978345082357
MoIIy_Pitcher.jsonl.gz,7.4375,11.2678174318463,1.515000663105385
disqus_7yqYSOevTG.jsonl.gz,8.772727272727273,13.290779521758047,1.5150111371952177
FunnyFaceKing.jsonl.gz,2.5454545454545454,3.85651750582404,1.5150604487165873
disqus_cVR2imgrh9.jsonl.gz,28.451219512195124,43.112300223871095,1.5153058801360606
troyberkely.jsonl.gz,20.33823529411765,30.819459976729686,1.515345826766174
dorkyman.jsonl.gz,7.767857142857143,11.77206411410053,1.515484115838229
disqus_A4o5fevWd5.jsonl.gz,8.672727272727272,13.144572947790964,1.5156216187180358
ZoulKyud.jsonl.gz,15.564102564102564,23.590581162153494,1.5157045557232065
disqus_7dOwqhCnde.jsonl.gz,22.9375,34.766782518183454,1.515718038939878
sluggo223.jsonl.gz,13.615384615384615,20.637263254011774,1.5157311994471925
kurt20008.jsonl.gz,8.875,13.45296037521641,1.5158265211511448
BuddyEvans.jsonl.gz,7.25,10.990255424043351,1.5158972998680484
raymondchuang.jsonl.gz,23.396396396396398,35.46964881269599,1.5160304267267057
Escondido73.jsonl.gz,70.31428571428572,106.59868982435435,1.5160317528859821
scottrhardie.jsonl.gz,3.3333333333333335,5.053559294048259,1.5160677882144777
disqus_DxaUxuRXkB.jsonl.gz,103.3103448275862,156.626072407418,1.5160734645577845
jimgavioli.jsonl.gz,10.705882352941176,16.23177711266681,1.5161550050293173
langoleer.jsonl.gz,9.525423728813559,14.442938773698604,1.5162515794452271
Maccabeus.jsonl.gz,2.6875,4.075398258789187,1.5164272590843488
ColoradoFreeMen.jsonl.gz,17.2,26.083350560665863,1.5164738698061548
hispanoconservador.jsonl.gz,70.92771084337349,107.56152897494329,1.5164951426737376
lordheathen.jsonl.gz,9.133333333333333,13.850764533444337,1.5165070657055846
804Hokie.jsonl.gz,88.38938053097345,134.04439787065215,1.5165215217644865
rcross3.jsonl.gz,16.0,24.269322199023193,1.5168326374389496
JamesOnThePotomac.jsonl.gz,2.8421052631578947,4.3110086199910835,1.516836366293159
hubwolf.jsonl.gz,98.83333333333333,149.91677928927166,1.5168645459285497
jackwoodburn.jsonl.gz,8.19047619047619,12.424246647660565,1.51691383488879
bungalojoe.jsonl.gz,15.229166666666666,23.102214670785038,1.516971688368922
YouHateMe.jsonl.gz,251.5121951219512,381.56677803178957,1.5170905643234458
charleslufkin.jsonl.gz,19.92920353982301,30.236188350503614,1.517179966077668
BillFromEllerslie.jsonl.gz,9.736842105263158,14.773395025145373,1.5172675971770924
disqus_16yqYIE1TY.jsonl.gz,36.391304347826086,55.21588961886933,1.5172825104348802
Marge3.jsonl.gz,66.69090909090909,101.18959817581295,1.5172922300081004
Insanity2k.jsonl.gz,6.22,9.437852574844015,1.5173396422578804
garydotts.jsonl.gz,18.285714285714285,27.74841959312217,1.5174916964988687
jyalai.jsonl.gz,9.170454545454545,13.916187209781285,1.5175024466676
bustleton1.jsonl.gz,5.5,8.34665601703261,1.5175738212786563
jcrew2u.jsonl.gz,5.5,8.34665601703261,1.5175738212786563
lindagarris.jsonl.gz,6.592592592592593,10.004842132530934,1.5175884133614337
SunGaud.jsonl.gz,2.72,4.128357219685977,1.5177783895904327
joe_sixpak.jsonl.gz,45.55263157894737,69.14456252168921,1.51790489649
covfefe_1.jsonl.gz,4.714285714285714,7.156415703009833,1.5180275733657222
dollyhorton.jsonl.gz,7.833333333333333,11.892192498620364,1.5181522338664295
firstfire508.jsonl.gz,4.636363636363637,7.039256804779632,1.518271075540705
Billsmithjriii.jsonl.gz,9.468354430379748,14.3775425337109,1.5184837702716056
billewilde.jsonl.gz,16.791044776119403,25.49779391136515,1.5185352818324134
mach85mark.jsonl.gz,16.675675675675677,25.32352228227307,1.5185904772189684
artmofo.jsonl.gz,7.378378378378378,11.206028514825181,1.5187657694085412
MegaMouseGW.jsonl.gz,2.090909090909091,3.175937670449483,1.5189267119541006
disqus_yLK9LMkHEE.jsonl.gz,4.666666666666667,7.088723439378912,1.5190121655811952
disqus_FSfEXu6E9D.jsonl.gz,23.01,34.95436996711541,1.5190947399876318
sw614.jsonl.gz,2.5128205128205128,3.8173550699528156,1.5191515074302022
rayjosephcormier.jsonl.gz,15.0,22.78825021422415,1.5192166809482766
disqus_znz0qkZogb.jsonl.gz,42.1,63.959939908066495,1.5192384776262824
nazlopez7.jsonl.gz,40.7,61.83773332810554,1.5193546272261802
luckynedpepper.jsonl.gz,33.24242424242424,50.50729135665938,1.5193624564902093
disqus_st9KtDNKVU.jsonl.gz,161.88,245.98593455724253,1.5195572927924546
GoingGoingGalt.jsonl.gz,107.25,162.98970169045302,1.5197174982792823
Radix7.jsonl.gz,4.333333333333333,6.585698791428938,1.5197766441759089
astoriava.jsonl.gz,9.35,14.211858537043039,1.519984870271983
CrispusA.jsonl.gz,1.8666666666666667,2.837353469810146,1.5200107873982927
marklutton.jsonl.gz,3.6666666666666665,5.573747990954262,1.5201130884420715
Clipper44.jsonl.gz,62.83673469387755,95.52341487360911,1.5201842574884203
TripleTaco.jsonl.gz,4.127659574468085,6.274922557209963,1.5202131968498362
legalimmigrant97.jsonl.gz,62.24324324324324,94.62410287094829,1.5202309188992995
krogers58.jsonl.gz,30.489795918367346,46.35241923252208,1.5202600685365342
txvet2.jsonl.gz,24.866666666666667,37.80772882592075,1.5204180492997619
chestertonian1.jsonl.gz,21.347826086956523,32.459217342903294,1.5204928694231685
PoliticallyCorrectTumor.jsonl.gz,18.613636363636363,28.302531655264545,1.5205267311741637
Tired_Libertarian.jsonl.gz,6.2105263157894735,9.443274781371727,1.520527295305617
MDPatriot1.jsonl.gz,33.31578947368421,50.658957887275484,1.5205690361109545
disqus_c8TDVwjaqz.jsonl.gz,3.9782608695652173,6.049753458465275,1.5207030551333478
zeldaskarmicsunshine.jsonl.gz,7.6,11.557825631723873,1.5207665304899833
disqus_OO8PJZks4n.jsonl.gz,25.976190476190474,39.505163660783296,1.5208220657680096
disqus_VxRVQ2CKBb.jsonl.gz,20.333333333333332,30.92463958291727,1.520883913913964
libertariantom.jsonl.gz,7.25,11.026647564955503,1.5209169055111038
RebeIInfidel.jsonl.gz,32.278688524590166,49.10231873260196,1.5211993106595831
disqus_As2kna3Dyy.jsonl.gz,3.5833333333333335,5.451577475345734,1.5213704582360186
jamessalvatore.jsonl.gz,12.05,18.332544923982336,1.5213730227371232
doseofcommonsense.jsonl.gz,9.097560975609756,13.84179549840601,1.521484223685379
sagittarus.jsonl.gz,16.818181818181817,25.588714243797355,1.5214911171987617
disqus_fgYN1WHzVi.jsonl.gz,16.5,25.105333651990723,1.5215353728479226
kruhulik.jsonl.gz,82.78481012658227,125.96017592936188,1.5215372933363287
rossmcglockness.jsonl.gz,40.40625,61.480056758531525,1.5215481951067353
IndypendentIn09.jsonl.gz,10.873417721518987,16.546257682558632,1.5217163642865332
RippedTopShelf.jsonl.gz,6.492537313432836,9.880150186455666,1.5217702586035164
disqus_BcpB9gX5cz.jsonl.gz,7.733333333333333,11.768770318187872,1.5218237480415353
disqus_Puv3UPhV6W.jsonl.gz,5.978260869565218,9.098202827261565,1.5218812001964799
soliex.jsonl.gz,7.75,11.794644393267495,1.5218895991312897
norcalguy111.jsonl.gz,50.15909090909091,76.33766578668086,1.5219108720498224
disqus_7MvTBHyox4.jsonl.gz,27.5,41.8568990729127,1.5220690571968254
ghbucky.jsonl.gz,99.89473684210526,152.056603034251,1.522168312777012
disqus_NgfgoQIF8m.jsonl.gz,48.97222222222222,74.54443276975152,1.522177867107802
buffyputastakeinem.jsonl.gz,53.774193548387096,81.85501363713585,1.5221988138879494
nyc1977.jsonl.gz,7.324324324324325,11.149185249559237,1.522213484257165
disqus_0bIdZYyy8r.jsonl.gz,5.2272727272727275,7.957816272498369,1.5223648521301227
Madarain.jsonl.gz,2.5384615384615383,3.8646988803653812,1.5224571346893927
disqus_Cf5hD9J6vC.jsonl.gz,63.656716417910445,96.91585732570258,1.5224765394659021
gb66.jsonl.gz,35.08108108108108,53.41226495974798,1.5225375990066836
NWCentral.jsonl.gz,37.561797752808985,57.19940301980667,1.5228079176676022
disqus_dF04HBiZRS.jsonl.gz,49.71186440677966,75.70201355848393,1.5228158199626838
disqus_JUkrhJcltj.jsonl.gz,6.808510638297872,10.368510642853742,1.5228750006691434
disqus_YhOKIBXvr8.jsonl.gz,43.30612244897959,65.95806877656968,1.5230656786295542
disqus_elPupDceZA.jsonl.gz,10.392156862745098,15.82918624740078,1.5231858464479997
coyote_pete.jsonl.gz,11.382352941176471,17.338020413866683,1.5232369355851867
disqus_OmRKvtbAx4.jsonl.gz,15.090909090909092,22.99098143343879,1.523498769685703
vansherman.jsonl.gz,2.789473684210526,4.250214992842141,1.5236619785660506
Briiick.jsonl.gz,10.076923076923077,15.353943784695506,1.5236738106949739
disqus_xOEboW2Cy4.jsonl.gz,11.634146341463415,17.72675392952835,1.5236832518043235
tjke.jsonl.gz,4.678571428571429,7.128729414754291,1.5236978901764897
disqus_nfJphDmQXn.jsonl.gz,3.9615384615384617,6.036427879007712,1.5237584937301019
squeaken.jsonl.gz,29.964285714285715,45.65999414076906,1.5238138688218517
kthy_jia.jsonl.gz,17.3953488372093,26.51247642946683,1.5241129498222912
JJnTX.jsonl.gz,504.72,769.331889158168,1.5242746258483277
disqus_ldm9ae3xkh.jsonl.gz,10.512195121951219,16.023610628100506,1.5242877859677977
Gallifet.jsonl.gz,10.738461538461538,16.37001538930718,1.5244283671990928
italylover2004.jsonl.gz,29.72463768115942,45.31422450932488,1.52446684112307
demsrepubsallthesame.jsonl.gz,19.830188679245282,30.231628781953997,1.5245255237331703
ConservativeBeaner.jsonl.gz,7.3979591836734695,11.278791150329448,1.5245814244583253
wademan74.jsonl.gz,9.513513513513514,14.505978885391476,1.5247761896576266
disqus_7RSfYSPl2J.jsonl.gz,56.608108108108105,86.31541673556774,1.5247889325452406
2discern.jsonl.gz,7.947368421052632,12.118664114276434,1.5248650210016705
disqus_W43NDLlx5q.jsonl.gz,7.55,11.51353718287905,1.524971812301861
TJndMG.jsonl.gz,16.83606557377049,25.67695486090517,1.5251161115045915
monitorstl.jsonl.gz,4.621621621621622,7.048842896971544,1.5251882291692813
Rufus12131.jsonl.gz,3.1176470588235294,4.755028298301395,1.525197756058938
almostfm.jsonl.gz,2.5454545454545454,3.8823610435825353,1.5252132671217102
docd777.jsonl.gz,2.5454545454545454,3.8823610435825353,1.5252132671217102
fircombehall.jsonl.gz,26.603448275862068,40.57608822039413,1.525219129476902
clayton_cramer.jsonl.gz,4.153846153846154,6.335694566582707,1.5252598030662072
budripkin.jsonl.gz,4.857142857142857,7.409527576107596,1.525490971551564
disqus_3vpUHA7sZt.jsonl.gz,4.2682926829268295,6.511621880314851,1.5255799833880508
Jerrybear.jsonl.gz,26.918367346938776,41.071392072725025,1.5257757479632497
disqus_5CXJgxbede.jsonl.gz,125.14492753623189,190.95166275960113,1.5258442073436569
expatwannabe.jsonl.gz,37.25,56.838197061142694,1.5258576392253071
disqus_MmpqKp9JsX.jsonl.gz,10.466666666666667,15.972595578797128,1.5260441635793434
CujoInNc.jsonl.gz,35.056338028169016,53.49843450952391,1.526070249166813
Oh2BFree.jsonl.gz,20.74025974025974,31.65288820172015,1.5261567886865695
D0ggystyle.jsonl.gz,14.203389830508474,21.676922148408675,1.5261794830025202
happybennett.jsonl.gz,119.75824175824175,182.78088525513826,1.5262489042225713
badmother.jsonl.gz,9.345454545454546,14.263678531589433,1.5262691035747447
Bisley.jsonl.gz,46.950980392156865,71.66373310534186,1.5263522189903673
disqus_mX34TxhiNf.jsonl.gz,58.604651162790695,89.45154036174951,1.5263556490298529
BigJakeTexas.jsonl.gz,8.14516129032258,12.433227261555762,1.5264556241910046
disqus_FSuhN8jSzk.jsonl.gz,12.666666666666666,19.33563204725066,1.52649726688821
pouzy94.jsonl.gz,9.289473684210526,14.182036400752244,1.5266781394577487
Elucidated1.jsonl.gz,38.333333333333336,58.52440252627028,1.5267235441635725
Griller_On.jsonl.gz,58.333333333333336,89.0608406278165,1.5267572679054258
richard_marriott.jsonl.gz,5.636363636363637,8.605495073181174,1.5267813839514985
stlkas.jsonl.gz,6.666666666666667,10.178860221178935,1.5268290331768402
SilentKnight350.jsonl.gz,85.77777777777777,130.9990427688279,1.5271909131080974
roberttison.jsonl.gz,15.7,23.97760254339064,1.5272358307892127
Malatrope.jsonl.gz,55.65873015873016,85.00570923870116,1.527266414384193
disqus_cph5I5kcb9.jsonl.gz,54.21875,82.8070958370582,1.5272778482915634
mark_farr.jsonl.gz,19.113636363636363,29.19399102642083,1.5273907314655368
stepcoach.jsonl.gz,12.666666666666666,19.347695814575268,1.5274496695717317
mashman.jsonl.gz,5.277777777777778,8.061772464778786,1.527493730168612
conservotoso.jsonl.gz,9.60377358490566,14.67250125842624,1.5277850033331843
disqus_m8hEd52cgK.jsonl.gz,6.166666666666667,9.421484374348447,1.5278082769213697
RLWTN.jsonl.gz,16.026666666666667,24.48826157478221,1.5279697322035488
disqus_uIVzaludcP.jsonl.gz,52.127272727272725,79.65133616917768,1.5280165641104893
Resist_Tyranny.jsonl.gz,90.0952380952381,137.6781031001665,1.5281396221477255
timothyriggs.jsonl.gz,13.555555555555555,20.714997251052463,1.5281555349137064
disqus_CGAxmkfSqu.jsonl.gz,18.32608695652174,28.005598129124976,1.5281821043176145
rachealcole78.jsonl.gz,4.153846153846154,6.347864571285734,1.528189619013232
secure214.jsonl.gz,37.016949152542374,56.57005082587285,1.5282202375121328
disqus_Lzn8detxZD.jsonl.gz,12.548387096774194,19.177832184890658,1.5283105340144225
iVillageIdiot64.jsonl.gz,10.794117647058824,16.49926169630829,1.5285419555162993
disqus_HAXV7EmrpB.jsonl.gz,38.98529411764706,59.59627671608072,1.5286860870213086
mamazoni.jsonl.gz,13.708333333333334,20.95900593008802,1.528924444748062
xrz1138.jsonl.gz,21.74137931034483,33.241572125312786,1.5289541500936887
disqus_voVZbumzYM.jsonl.gz,8.461538461538462,12.937482813069225,1.5289752415445448
disqus_xUXQryufHv.jsonl.gz,19.61111111111111,29.986024626630048,1.5290324172219287
disqus_YF0etWjfA2.jsonl.gz,57.55384615384615,88.00266877509148,1.5290493104466576
JamieKW.jsonl.gz,14.936170212765957,22.83875620901929,1.5290905154186705
disqus_AUVXyuk8fb.jsonl.gz,3.888888888888889,5.946520924970424,1.5291053807066806
walkergw.jsonl.gz,29.542857142857144,45.17634913324009,1.5291800963862698
Rsmile.jsonl.gz,64.31481481481481,98.35511786553062,1.5292762351680547
drsapp.jsonl.gz,4.3076923076923075,6.587673025996045,1.5292812381776533
thuckabay.jsonl.gz,2.2857142857142856,3.4956802227578287,1.5293600974565502
barney59.jsonl.gz,178.86813186813185,273.5601176581447,1.5293955094237985
disqus_wGlHf7dnGE.jsonl.gz,41.80327868852459,63.936119075248634,1.5294522602314378
marywilbur.jsonl.gz,10.434782608695652,15.959682404440034,1.5294695637588367
qs_q.jsonl.gz,164.53424657534248,251.6547503907211,1.52949769199256
Bergstrom52.jsonl.gz,86.17777777777778,131.81051980518524,1.5295186671566106
disqus_2AoD6gsm5U.jsonl.gz,7.022222222222222,10.741780978304229,1.5296840000749694
carsontrice.jsonl.gz,6.333333333333333,9.688481133111974,1.5297601789124171
the_strokes.jsonl.gz,3.6666666666666665,5.609515724790035,1.529867924942737
disqus_ZgpCLhL6WK.jsonl.gz,11.044776119402986,16.89847835701343,1.5299973647566214
giovannizanandreis.jsonl.gz,6.043478260869565,9.246514138604613,1.5299987423590367
MyFriendJim.jsonl.gz,12.238095238095237,18.72628194030469,1.5301631157447415
disqus_TS4jCGU1A5.jsonl.gz,7.538461538461538,11.535096945343007,1.530165921321011
disqus_hAOM4da3uq.jsonl.gz,18.87719298245614,28.88590250292556,1.5302011548947556
okie71.jsonl.gz,33.666666666666664,51.522850917497436,1.530381710420716
solidspine.jsonl.gz,7.255813953488372,11.105045007734232,1.5305029978608076
davebarnes.jsonl.gz,10.024390243902438,15.34354555648408,1.5306213328852734
claudiusxiii.jsonl.gz,8.149425287356323,12.473720035592024,1.5306257307426037
williegoree.jsonl.gz,5.5675675675675675,8.522977246311358,1.530826010259807
disqus_gruO30Db5F.jsonl.gz,9.0,13.777451934889188,1.5308279927654653
john_mallow.jsonl.gz,13.653061224489797,20.901107447142767,1.5308733406726391
OlCraw53.jsonl.gz,21.571428571428573,33.024777738850275,1.530949961403655
AynRandWasRight.jsonl.gz,3.4,5.205260497045779,1.5309589697193466
SurvivAllExpert.jsonl.gz,3.24,4.960510726393671,1.5310218291338489
dg54321.jsonl.gz,7.583333333333333,11.610796960614119,1.5310941046963673
mrporkchop.jsonl.gz,33.638888888888886,51.5066809711472,1.531164752238893
JessMee.jsonl.gz,11.0,16.84721257147815,1.5315647792252862
cwon1.jsonl.gz,29.890243902439025,45.7829031913785,1.5317005555663146
RedComrade.jsonl.gz,23.78481012658228,36.43458165903122,1.531842443354692
disqus_AQL1rwC9gM.jsonl.gz,56.411764705882355,86.41528939311816,1.5318664438821779
Mcdowellmountains.jsonl.gz,7.5,11.489125293076057,1.531883372410141
normanplumb.jsonl.gz,2.0714285714285716,3.1735514130747227,1.532059302863659
LifeSpringsFromDeath.jsonl.gz,17.895522388059703,27.41716688962007,1.5320685417886108
Madmax387.jsonl.gz,18.565217391304348,28.444008754360834,1.532112883724354
colliemum.jsonl.gz,103.57831325301204,158.69991012968146,1.532173146535252
rawbun.jsonl.gz,8.666666666666666,13.279056191361393,1.53219879131093
JamesFBarry.jsonl.gz,16.266666666666666,24.92479597801062,1.5322620478285218
disqus_scvzcXrwCX.jsonl.gz,9.0,13.79064241367378,1.532293601519309
travlr009.jsonl.gz,18.7,28.65453905920757,1.5323282919362338
cargosquid.jsonl.gz,15.596153846153847,23.89967673777778,1.5324083728291549
imaobserver.jsonl.gz,143.30666666666667,219.61083351737958,1.5324537136028533
MikeH58.jsonl.gz,152.53846153846155,233.76932199092315,1.5325270730620275
disqus_PqpNiXl2af.jsonl.gz,10.552631578947368,16.172544917354248,1.532560366233071
disqus_CuYQV7IH3u.jsonl.gz,2.6842105263157894,4.113952943258547,1.5326491357237726
NOLIKEO.jsonl.gz,59.578947368421055,91.3153772389993,1.5326785932340872
disqus_JeX1OT8u7Y.jsonl.gz,9.60344827586207,14.720721348615816,1.5328578783118803
JCBINSC.jsonl.gz,32.239583333333336,49.4201631111212,1.5329032822835653
hughmcgrath.jsonl.gz,56.767857142857146,87.02455057394668,1.5329898811390419
Jaycephus.jsonl.gz,5.541666666666667,8.49541649651595,1.5330074880931037
disqus_W6HxU2DLKS.jsonl.gz,44.68292682926829,68.50709416709711,1.5331827843073045
disqus_SMM6aUv497.jsonl.gz,26.24074074074074,40.23372057291077,1.5332539950156538
vadave.jsonl.gz,15.296703296703297,23.456576668623004,1.5334399977332567
gadsdengurl.jsonl.gz,5.921052631578948,9.080366640256294,1.5335730325766184
DemoRatsHateAmerica.jsonl.gz,6.809523809523809,10.444366191089127,1.5337880420480536
disqus_m6PZArhhON.jsonl.gz,29.02857142857143,44.523881046432294,1.533795114788514
bennytootoo.jsonl.gz,28.974025974025974,44.440372240723335,1.5338003866139385
AbdullahtheButcher.jsonl.gz,4.017543859649122,6.162940010574079,1.534006902195295
ken_kelso.jsonl.gz,3.6,5.522680508593631,1.5340779190537863
pcj70.jsonl.gz,8.214285714285714,12.601456395857713,1.5340903438435478
disqus_ye18Ach1mi.jsonl.gz,13.491525423728813,20.698469776320156,1.5341830613101624
RealHOPE17.jsonl.gz,23.243589743589745,35.660078409072405,1.53418980469258
disqus_AIZ6HQh5Aj.jsonl.gz,15.382978723404255,23.605041089719876,1.5344909145461054
jacqueswalker.jsonl.gz,9.580645161290322,14.702011000056961,1.5345533367062822
Kateme.jsonl.gz,6.628571428571429,10.172297196410497,1.534613801182618
disqus_5y3ukK0TIT.jsonl.gz,19.16417910447761,29.409644375110453,1.5346153996358258
EliseMueller.jsonl.gz,12.75,19.56825660774783,1.5347652241370848
thetruthexplodes.jsonl.gz,76.12121212121212,116.82913741222627,1.5347776809727176
bsteelesp.jsonl.gz,52.08695652173913,79.95188166417668,1.5349693474758461
resistancenow.jsonl.gz,3.8,5.833401360147562,1.5351056210914638
alanflatt.jsonl.gz,4.53125,6.9560109768226654,1.5351196638505193
ekaneti.jsonl.gz,9.388059701492537,14.412699812150727,1.5352160372243222
disqus_nIhBUEmDcn.jsonl.gz,2.5454545454545454,3.908033683673578,1.535298947157477
memphisslimbo.jsonl.gz,29.613636363636363,45.4666838972107,1.5353293104200083
disqus_Vqd9OqZVm7.jsonl.gz,17.655172413793103,27.1099294698837,1.5355233488801314
neil_munro.jsonl.gz,8.324324324324325,12.782483791966722,1.5355581178661322
tyintx.jsonl.gz,5.673913043478261,8.712836884163982,1.535595772687905
Drifter12.jsonl.gz,15.765625,24.210546165564306,1.5356540679842572
southernmom1.jsonl.gz,5.909090909090909,9.074328313623786,1.5356555607671023
kempoguy.jsonl.gz,7.647058823529412,11.743634070272735,1.535705993804896
ElCasuso.jsonl.gz,6.730769230769231,10.336566905148699,1.5357185116220924
disqus_MTS6BqPunU.jsonl.gz,32.241379310344826,49.51453983601599,1.535745085822956
disqus_3IiQHaS4gX.jsonl.gz,2.2,3.378855822118882,1.5358435555085825
disqus_d2O39DE0Cu.jsonl.gz,44.10909090909091,67.74753589267007,1.5359086867670462
legtingle.jsonl.gz,9.454545454545455,14.52173136434433,1.5359523558441117
disqus_Zfus8ekBFl.jsonl.gz,8.403508771929825,12.907444763616638,1.535958980221604
